name,hp,atk,def,spatk,spdef,spd,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/typ1.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/  typ2.png,,
Leavanny,354,335,284,262,284,311,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/leavanny.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/leavanny.jpg
Venipede,264,207,238,174,194,234,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/venipede.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/venipede.jpg
Whirlipede,284,229,326,196,282,212,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/whirlipede.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/whirlipede.jpg
Scolipede,324,328,304,229,260,355,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/scolipede.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/scolipede.jpg
Cottonee,284,168,240,190,218,254,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/cottonee.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/cottonee.jpg
Whimsicott,324,256,295,278,273,364,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fairy.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/whimsicott.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/whimsicott.jpg
Petilil,294,185,218,262,218,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/petilil.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/petilil.jpg
Lilligant,344,240,273,350,273,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/lilligant.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/lilligant.jpg
Basculin,344,311,251,284,229,324,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/basculin.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/basculin.jpg
Sandile,304,267,185,185,185,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sandile.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sandile.jpg
Krokorok,324,289,207,207,207,271,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/krokorok.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/krokorok.jpg
Krookodile,394,366,284,251,262,311,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/krookodile.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/krookodile.jpg
Darumaka,344,306,207,141,207,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/darumaka.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/darumaka.jpg
Darmanitan,480,416,229,174,229,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/darmanitan-standard.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/darmanitan-standard.jpg
Maractus,354,298,256,342,256,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/maractus.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/maractus.jpg
Dwebble,304,251,295,185,185,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dwebble.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dwebble.jpg
Crustle,344,339,383,251,273,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/crustle.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/crustle.jpg
Scraggy,304,273,262,185,262,214,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/scraggy.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/scraggy.jpg
Scrafty,334,306,361,207,361,236,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/scrafty.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/scrafty.jpg
Sigilyph,348,236,284,335,284,322,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sigilyph.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sigilyph.jpg
Yamask,280,174,295,229,251,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/yamask.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/yamask.jpg
Cofagrigus,320,218,427,317,339,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/cofagrigus.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/cofagrigus.jpg
Tirtouga,312,280,335,225,207,157,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/tirtouga.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/tirtouga.jpg
Carracosta,352,346,401,291,251,179,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/carracosta.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/carracosta.jpg
Archen,314,355,207,271,207,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/archen.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/archen.jpg
Archeops,354,416,251,355,251,350,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/archeops.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/archeops.jpg
Trubbish,304,218,245,196,245,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/trubbish.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/trubbish.jpg
Garbodor,364,317,289,240,289,273,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Poison.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/garbodor.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/garbodor.jpg
Zorua,284,251,196,284,196,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/zorua.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/zorua.jpg
Zoroark,324,339,240,372,240,339,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/zoroark.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/zoroark.jpg
Minccino,314,218,196,196,196,273,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/minccino.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/minccino.jpg
Cinccino,354,317,240,251,240,361,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/cinccino.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/cinccino.jpg
Gothita,294,174,218,229,251,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gothita.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gothita.jpg
Gothorita,324,207,262,273,295,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gothorita.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gothorita.jpg
Gothitelle,344,229,317,317,350,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gothitelle.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gothitelle.jpg
Solosis,294,174,196,339,218,152,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/solosis.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/solosis.jpg
Duosion,334,196,218,383,240,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/duosion.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/duosion.jpg
Reuniclus,424,251,273,383,295,174,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/reuniclus.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/reuniclus.jpg
Ducklett,328,205,218,205,218,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/ducklett.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/ducklett.jpg
Swanna,354,300,247,300,247,324,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/swanna.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/swanna.jpg
Vanillite,276,218,218,251,240,205,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/vanillite.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/vanillite.jpg
Vanillish,306,251,251,284,273,238,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/vanillish.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/vanillish.jpg
Vanilluxe,346,317,295,350,317,282,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/vanilluxe.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/vanilluxe.jpg
Deerling,324,240,218,196,218,273,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/deerling.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/deerling.jpg
Sawsbuck,364,328,262,240,262,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sawsbuck.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sawsbuck.jpg
Emolga,314,273,240,273,240,335,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/emolga.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/emolga.jpg
